,Transporteur,Gare origine,Gare origine - code UIC,Destination,Gare destination - code UIC,Classe,Profil tarifaire,Prix minimum,Prix maximum
13866,TGV INOUI,AVIGNON TGV,87318964,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
13867,TGV INOUI,LE HAVRE,87413013,ROUEN RIVE DROITE,87411017,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13868,TGV INOUI,LA TESTE,87582643,ARCACHON,87582668,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
13869,TGV INOUI,CHAMPAGNE-ARDENNE,87171926,AEROPORT CDG2 TGV ROISSY,87271494,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
13870,TGV INOUI,LAVAL,87478404,AEROPORT CDG2 TGV ROISSY,87271494,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
13871,TGV INOUI,MASSY TGV,87393702,ST MALO,87478107,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
13872,TGV INOUI,DAX,87673202,BAYONNE,87673004,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13873,TGV INOUI,ANGERS ST LAUD,87484006,STRASBOURG,87212027,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13880,TGV INOUI,ANGOULEME,87583005,TARBES,87671008,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
13882,TGV INOUI,AEROPORT CDG2 TGV ROISSY,87271494,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
13883,TGV INOUI,ROUEN RIVE DROITE,87411017,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13885,TGV INOUI,METZ VILLE,87192039,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
13886,TGV INOUI,BELFORT-MONTBELIARD TGV,87300822,ANTIBES,87757674,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
13887,TGV INOUI,MASSY TGV,87393702,VENDOME VILLIERS SUR LOIR,87571216,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
13889,TGV INOUI,STRASBOURG,87212027,PARIS NORD,87271007,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
13891,TGV INOUI,LE MANS,87396002,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13895,TGV INOUI,ANGERS ST LAUD,87484006,MASSY TGV,87393702,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
13896,TGV INOUI,PERPIGNAN,87784009,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13897,TGV INOUI,PARIS NORD,87271007,SARREBOURG,87215012,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13901,TGV INOUI,AIX EN PROVENCE TGV,87319012,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13904,TGV INOUI,BEZIERS,87781005,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13905,TGV INOUI,MULHOUSE VILLE,87182063,AVIGNON TGV,87318964,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13909,TGV INOUI,METZ VILLE,87192039,STRASBOURG,87212027,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13913,TGV INOUI,COLMAR,87182014,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
13915,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,ROUEN RIVE DROITE,87411017,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13916,TGV INOUI,PARIS GARE DE LYON,87686006,AIX LES BAINS LE REVARD,87741132,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13917,TGV INOUI,PARIS NORD,87271007,SAVERNE,87212225,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13918,TGV INOUI,ST JEAN DE MAURIENNE ARVAN,87742320,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13920,TGV INOUI,DAX,87673202,ORTHEZ,87672253,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13921,TGV INOUI,CALAIS VILLE,87317263,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13923,TGV INOUI,MASSY PALAISEAU,87393579,ROUEN RIVE DROITE,87411017,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
13924,TGV INOUI,CARCASSONNE,87615286,LYON PART DIEU,87723197,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13926,TGV INOUI,MOUTIERS SALINS BRIDES L BAINS,87741728,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13927,TGV INOUI,LE MANS,87396002,ST NAZAIRE,87481705,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13929,TGV INOUI,DIJON VILLE,87713040,METZ VILLE,87192039,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13930,TGV INOUI,LYON PART DIEU,87723197,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
13932,TGV INOUI,CARCASSONNE,87615286,TOULOUSE MATABIAU,87611004,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13934,TGV INOUI,PERPIGNAN,87784009,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
13939,TGV INOUI,MASSY TGV,87393702,QUIMPER,87474098,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
13944,TGV INOUI,AVIGNON CENTRE,87765008,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
13945,TGV INOUI,LYON-SAINT EXUPERY TGV,87762906,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13946,TGV INOUI,TOURCOING,87286542,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13947,TGV INOUI,LE MANS,87396002,BREST,87474007,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
13950,TGV INOUI,BELFORT-MONTBELIARD TGV,87300822,BEAUNE,87713545,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
13951,TGV INOUI,LE MANS,87396002,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13954,TGV INOUI,DUNKERQUE,87281006,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13955,TGV INOUI,SABLE SUR SARTHE,87396408,LA ROCHE SUR YON,87486019,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13956,TGV INOUI,LANDRY,87741777,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13957,TGV INOUI,LILLE EUROPE,87223263,ANNEMASSE,87745497,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13961,TGV INOUI,STRASBOURG,87212027,MARSEILLE ST CHARLES,87751008,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13962,TGV INOUI,AVIGNON TGV,87318964,DOUAI,87345009,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13965,TGV INOUI,LILLE EUROPE,87223263,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13966,TGV INOUI,CANNES,87757625,BESANCON - F COMTE TGV,87300863,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13968,TGV INOUI,ORTHEZ,87672253,TARBES,87671008,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13969,TGV INOUI,NIMES,87775007,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13970,TGV INOUI,BESANCON - F COMTE TGV,87300863,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13971,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,CARENTAN,87447243,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13972,TGV INOUI,PAU,87672006,TARBES,87671008,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13973,TGV INOUI,LILLE EUROPE,87223263,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13975,TGV INOUI,MOUTIERS SALINS BRIDES L BAINS,87741728,ROUEN RIVE DROITE,87411017,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13977,TGV INOUI,LE MANS,87396002,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13980,TGV INOUI,DAX,87673202,ST JEAN DE LUZ CIBOURE,87677120,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13984,TGV INOUI,BIARRITZ,87673400,ST JEAN DE LUZ CIBOURE,87677120,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
13985,TGV INOUI,LILLE EUROPE,87223263,CALAIS FRETHUN,87281071,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13986,TGV INOUI,BESANCON - F COMTE TGV,87300863,LES ARCS DRAGUIGNAN,87755447,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
13990,TGV INOUI,AVIGNON TGV,87318964,VERSAILLES CHANTIERS,87393009,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13992,TGV INOUI,AGDE,87781278,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13995,TGV INOUI,MASSY TGV,87393702,TOULOUSE MATABIAU,87611004,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13996,TGV INOUI,MOUCHARD,87718833,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
13999,TGV INOUI,ROSPORDEN,87474155,REDON,87471300,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14000,TGV INOUI,PARIS GARE DE LYON,87686006,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14002,TGV INOUI,AVIGNON TGV,87318964,LYON PERRACHE,87722025,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14007,TGV INOUI,MARSEILLE ST CHARLES,87751008,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14008,TGV INOUI,BEZIERS,87781005,TOULOUSE MATABIAU,87611004,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14009,TGV INOUI,LILLE EUROPE,87223263,NARBONNE,87781104,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14010,TGV INOUI,BESANCON VIOTTE,87718007,BESANCON - F COMTE TGV,87300863,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
14011,TGV INOUI,LAVAL,87478404,REDON,87471300,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14014,TGV INOUI,LYON PART DIEU,87723197,BESANCON - F COMTE TGV,87300863,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14017,TGV INOUI,ANGOULEME,87583005,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14019,TGV INOUI,LE CROISIC,87481788,SABLE SUR SARTHE,87396408,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14024,TGV INOUI,DIJON VILLE,87713040,MONTBARD,87713131,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14025,TGV INOUI,LILLE EUROPE,87223263,PARIS NORD,87271007,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14029,TGV INOUI,AEROPORT CDG2 TGV ROISSY,87271494,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
14031,TGV INOUI,GRENOBLE,87747006,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14032,TGV INOUI,MONTPELLIER SUD DE FRANCE,87688887,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,2.0,2.0
14033,TGV INOUI,CLUSES  74,87746370,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14035,TGV INOUI,CHERBOURG,87444877,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14038,TGV INOUI,AIX EN PROVENCE TGV,87319012,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14039,TGV INOUI,BOURG ST MAURICE,87741793,ROUEN RIVE DROITE,87411017,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14043,TGV INOUI,LANDRY,87741777,LISIEUX,87444265,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14047,TGV INOUI,ST AVRE LA CHAMBRE,87741306,REDON,87471300,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14048,TGV INOUI,DIJON VILLE,87713040,BEAUNE,87713545,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
14049,TGV INOUI,BOULOGNE VILLE,87317586,CALAIS FRETHUN,87281071,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
14050,TGV INOUI,AIX EN PROVENCE TGV,87319012,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14052,TGV INOUI,MONTBARD,87713131,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14053,TGV INOUI,AEROPORT CDG2 TGV ROISSY,87271494,NARBONNE,87781104,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14055,TGV INOUI,LE MANS,87396002,LANDRY,87741777,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14056,TGV INOUI,NARBONNE,87781104,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14057,TGV INOUI,AEROPORT CDG2 TGV ROISSY,87271494,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
14058,TGV INOUI,TGV HAUTE PICARDIE,87313882,AGDE,87781278,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14063,TGV INOUI,LE HAVRE,87413013,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14066,TGV INOUI,AIX EN PROVENCE TGV,87319012,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14067,TGV INOUI,RENNES,87471003,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
14068,TGV INOUI,DIJON VILLE,87713040,NICE VILLE,87756056,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14069,TGV INOUI,LILLE EUROPE,87223263,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14070,TGV INOUI,AVIGNON TGV,87318964,MANTES LA JOLIE,87381509,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14071,TGV INOUI,LE HAVRE,87413013,LANDRY,87741777,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14072,TGV INOUI,MACON LOCHE TGV,87725705,ANNEMASSE,87745497,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
14075,TGV INOUI,LE MANS,87396002,MODANE,87742007,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14079,TGV INOUI,LE MANS,87396002,SALLANCHES COMBLOUX MEGEVE,87746438,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14080,TGV INOUI,DIJON VILLE,87713040,LYON PART DIEU,87723197,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14082,TGV INOUI,CLUSES  74,87746370,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14084,TGV INOUI,PARIS GARE DE LYON,87686006,AGDE,87781278,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14087,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,ST BRIEUC,87473009,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14088,TGV INOUI,LYON PART DIEU,87723197,BELLEGARDE,87745000,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14089,TGV INOUI,AEROPORT CDG2 TGV ROISSY,87271494,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14091,TGV INOUI,BOURG ST MAURICE,87741793,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14094,TGV INOUI,AIX EN PROVENCE TGV,87319012,ANTIBES,87757674,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
14098,TGV INOUI,LYON PERRACHE,87722025,BESANCON - F COMTE TGV,87300863,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14099,TGV INOUI,REDON,87471300,AURAY,87476200,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14101,TGV INOUI,ETAPLES LE TOUQUET,87317065,PARIS NORD,87271007,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14102,TGV INOUI,VENDOME VILLIERS SUR LOIR,87571216,FUTUROSCOPE,87324095,2,Tarif Elève - Etudiant - Apprenti,3.0,3.0
14105,TGV INOUI,MASSY TGV,87393702,AEROPORT CDG2 TGV ROISSY,87271494,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
14109,TGV INOUI,LILLE FLANDRES,87286005,AEROPORT CDG2 TGV ROISSY,87271494,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
14110,TGV INOUI,DIJON VILLE,87713040,AVIGNON TGV,87318964,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14112,TGV INOUI,MARSEILLE ST CHARLES,87751008,BEAUNE,87713545,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14114,TGV INOUI,BOURG ST MAURICE,87741793,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14116,TGV INOUI,PARIS GARE DE LYON,87686006,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
14119,TGV INOUI,CLUSES  74,87746370,ST BRIEUC,87473009,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14120,TGV INOUI,PARIS GARE DE LYON,87686006,LES ARCS DRAGUIGNAN,87755447,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14121,TGV INOUI,LILLE EUROPE,87223263,AGDE,87781278,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14122,TGV INOUI,AVIGNON TGV,87318964,LYON-SAINT EXUPERY TGV,87762906,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
14123,TGV INOUI,QUIMPER,87474098,REDON,87471300,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14128,TGV INOUI,LYON PART DIEU,87723197,LE CREUSOT MONTCEAU MONTCHANIN,87694109,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14129,TGV INOUI,CANNES,87757625,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
14130,TGV INOUI,RANG DU FLIERS VERTON,87317057,ETAPLES LE TOUQUET,87317065,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
14131,TGV INOUI,ST BRIEUC,87473009,LANDERNEAU,87474239,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14132,TGV INOUI,MACON VILLE,87725689,LYON PART DIEU,87723197,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14134,TGV INOUI,AIX EN PROVENCE TGV,87319012,HYERES,87755629,2,Tarif Elève - Etudiant - Apprenti,2.0,2.0
14136,TGV INOUI,LYON PART DIEU,87723197,PERPIGNAN,87784009,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14140,TGV INOUI,MARSEILLE ST CHARLES,87751008,BELLEGARDE,87745000,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14144,TGV INOUI,LYON PART DIEU,87723197,MACON LOCHE TGV,87725705,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14151,TGV INOUI,RENNES,87471003,VITRE,87471508,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
14154,TGV INOUI,AVIGNON TGV,87318964,NARBONNE,87781104,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14155,TGV INOUI,LAVAL,87478404,PLOUARET TREGOR,87473181,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14159,TGV INOUI,MOUTIERS SALINS BRIDES L BAINS,87741728,REDON,87471300,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14162,TGV INOUI,MARSEILLE ST CHARLES,87751008,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14167,TGV INOUI,PLOUARET TREGOR,87473181,ST BRIEUC,87473009,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14171,TGV INOUI,BREST,87474007,ST AVRE LA CHAMBRE,87741306,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14173,TGV INOUI,BESANCON - F COMTE TGV,87300863,ST RAPHAEL VALESCURE,87757526,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14174,TGV INOUI,ARRAS,87342014,SETE,87773200,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14176,TGV INOUI,MARSEILLE ST CHARLES,87751008,ST RAPHAEL VALESCURE,87757526,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14178,TGV INOUI,BORDEAUX ST JEAN,87581009,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
14179,TGV INOUI,BREST,87474007,ST BRIEUC,87473009,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14180,TGV INOUI,DIJON VILLE,87713040,LYON PERRACHE,87722025,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14181,TGV INOUI,LYON PERRACHE,87722025,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
14183,TGV INOUI,MORLAIX,87474338,PLOUARET TREGOR,87473181,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
14186,TGV INOUI,DIJON VILLE,87713040,AIX EN PROVENCE TGV,87319012,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
14187,TGV INOUI,LAMBALLE,87473108,ST BRIEUC,87473009,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
14190,TGV INOUI,LANDRY,87741777,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14191,TGV INOUI,LISON,87447219,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14192,TGV INOUI,CHALON SUR SAONE,87725002,ST RAPHAEL VALESCURE,87757526,2,Tarif Elève - Etudiant - Apprenti,24.0,24.0
14200,TGV INOUI,ARLES,87753657,MIRAMAS,87753004,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
14202,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14203,TGV INOUI,GUINGAMP,87473207,AIME LA PLAGNE,87741769,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14205,TGV INOUI,NICE VILLE,87756056,BESANCON - F COMTE TGV,87300863,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14206,TGV INOUI,PERPIGNAN,87784009,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14207,TGV INOUI,MONTPELLIER SAINT-ROCH,87773002,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14209,TGV INOUI,MACON VILLE,87725689,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
14212,TGV INOUI,DOLE VILLE,87713412,FRASNE,87715136,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14214,TGV INOUI,LE MANS,87396002,DOUAI,87345009,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
14215,TGV INOUI,BREST,87474007,CHAMBERY CHALLES LES EAUX,87741009,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14218,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,EVREUX - NORMANDIE,87387001,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14221,TGV INOUI,BOURG ST MAURICE,87741793,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14224,TGV INOUI,TOULON,87755009,BEAUNE,87713545,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
14226,TGV INOUI,NANTES,87481002,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
14231,TGV INOUI,GUINGAMP,87473207,SALLANCHES COMBLOUX MEGEVE,87746438,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14232,TGV INOUI,ANNEMASSE,87745497,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14234,TGV INOUI,AIX EN PROVENCE TGV,87319012,BELLEGARDE,87745000,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
14237,TGV INOUI,AEROPORT CDG2 TGV ROISSY,87271494,PERPIGNAN,87784009,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14238,TGV INOUI,AIME LA PLAGNE,87741769,DOUAI,87345009,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14242,TGV INOUI,ANGERS ST LAUD,87484006,PARIS MONTPARNASSE 1 ET 2,87391003,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14243,TGV INOUI,QUIMPERLE,87476317,AURAY,87476200,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14247,TGV INOUI,LORIENT,87476002,VITRE,87471508,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14249,TGV INOUI,TGV HAUTE PICARDIE,87313882,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14250,TGV INOUI,LYON PART DIEU,87723197,DOUAI,87345009,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14251,TGV INOUI,VANNES,87476606,REDON,87471300,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14254,TGV INOUI,MOUTIERS SALINS BRIDES L BAINS,87741728,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14256,TGV INOUI,ANNEMASSE,87745497,SALLANCHES COMBLOUX MEGEVE,87746438,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14258,TGV INOUI,NIORT,87485300,PARIS MONTPARNASSE 1 ET 2,87391003,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
14260,TGV INOUI,MODANE,87742007,ST AVRE LA CHAMBRE,87741306,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
14261,TGV INOUI,MONTPELLIER SUD DE FRANCE,87688887,BESANCON - F COMTE TGV,87300863,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
14262,TGV INOUI,MASSY TGV,87393702,DOUAI,87345009,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
14264,TGV INOUI,VALENCE TGV RHONE-ALPES SUD,87763029,AGDE,87781278,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
14266,TGV INOUI,PARIS MONTPARNASSE 1 ET 2,87391003,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14267,TGV INOUI,CLUSES  74,87746370,REDON,87471300,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
