Transporteur;Gare origine;Gare origine - code UIC;Destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;AVIGNON TGV;87318964;TGV HAUTE PICARDIE;87313882;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;ST AVRE LA CHAMBRE;87741306;REDON;87471300;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;DIJON VILLE;87713040;BEAUNE;87713545;2;Tarif Elève - Etudiant - Apprenti;8.0;8.0
TGV INOUI;BOULOGNE VILLE;87317586;CALAIS FRETHUN;87281071;2;Tarif Elève - Etudiant - Apprenti;8.0;8.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;ROUEN RIVE DROITE;87411017;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;MONTBARD;87713131;PARIS GARE DE LYON;87686006;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;NARBONNE;87781104;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;SETE;87773200;1;Tarif Elève - Etudiant - Apprenti;29.0;29.0
TGV INOUI;LE MANS;87396002;LANDRY;87741777;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;NARBONNE;87781104;NIMES PONT DU GARD;87703975;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;RENNES;87471003;2;Tarif Elève - Etudiant - Apprenti;11.0;11.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;AGDE;87781278;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;LAMBALLE;87473108;RENNES;87471003;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ST ETIENNE CHATEAUCREUX;87726000;MACON LOCHE TGV;87725705;1;Tarif Elève - Etudiant - Apprenti;5.0;5.0
TGV INOUI;LILLE EUROPE;87223263;PERPIGNAN;87784009;1;Tarif Elève - Etudiant - Apprenti;29.0;29.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;LE HAVRE;87413013;MOUTIERS SALINS BRIDES L BAINS;87741728;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;BESANCON VIOTTE;87718007;MONTBARD;87713131;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;CROIX WASQUEHAL;87286716;PARIS NORD;87271007;1;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;RENNES;87471003;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;DIJON VILLE;87713040;NICE VILLE;87756056;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;LILLE EUROPE;87223263;MOUTIERS SALINS BRIDES L BAINS;87741728;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;AVIGNON TGV;87318964;MANTES LA JOLIE;87381509;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;LE HAVRE;87413013;LANDRY;87741777;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;MACON LOCHE TGV;87725705;ANNEMASSE;87745497;2;Tarif Elève - Etudiant - Apprenti;4.0;4.0
TGV INOUI;PARIS NORD;87271007;ARRAS;87342014;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;AVIGNON TGV;87318964;ROUEN RIVE DROITE;87411017;1;Tarif Elève - Etudiant - Apprenti;25.0;25.0
TGV INOUI;LE MANS;87396002;MODANE;87742007;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;PARIS GARE DE LYON;87686006;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;PARIS NORD;87271007;DOUAI;87345009;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;RANG DU FLIERS VERTON;87317057;ETAPLES LE TOUQUET;87317065;1;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;LE MANS;87396002;SALLANCHES COMBLOUX MEGEVE;87746438;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;DIJON VILLE;87713040;LYON PART DIEU;87723197;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;LILLE FLANDRES;87286005;LYON PERRACHE;87722025;1;Tarif Elève - Etudiant - Apprenti;22.0;22.0
TGV INOUI;CLUSES  74;87746370;TGV HAUTE PICARDIE;87313882;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;LE MANS;87396002;VITRE;87471508;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;PARIS GARE DE LYON;87686006;AGDE;87781278;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;LILLE FLANDRES;87286005;AIX EN PROVENCE TGV;87319012;1;Tarif Elève - Etudiant - Apprenti;28.0;28.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;PERPIGNAN;87784009;1;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;ST BRIEUC;87473009;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LYON PART DIEU;87723197;BELLEGARDE;87745000;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;NIMES;87775007;TGV HAUTE PICARDIE;87313882;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;BOURG ST MAURICE;87741793;RENNES;87471003;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;DIJON VILLE;87713040;CHALON SUR SAONE;87725002;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;ETAPLES LE TOUQUET;87317065;CALAIS FRETHUN;87281071;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;ANTIBES;87757674;2;Tarif Elève - Etudiant - Apprenti;4.0;4.0
TGV INOUI;LANNION;87473223;LAMBALLE;87473108;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PARIS GARE DE LYON;87686006;THONON LES BAINS;87745646;1;Tarif Elève - Etudiant - Apprenti;20.0;20.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;LYON PERRACHE;87722025;BESANCON - F COMTE TGV;87300863;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;REDON;87471300;AURAY;87476200;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;CANNES;87757625;BEAUNE;87713545;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;ETAPLES LE TOUQUET;87317065;PARIS NORD;87271007;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;FUTUROSCOPE;87324095;2;Tarif Elève - Etudiant - Apprenti;3.0;3.0
TGV INOUI;CAEN;87444000;ALBERTVILLE;87741645;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;PARIS GARE DE LYON;87686006;MONTELIMAR GARE SNCF;87764001;1;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;MASSY TGV;87393702;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Elève - Etudiant - Apprenti;4.0;4.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;PARIS GARE DE LYON;87686006;1;Tarif Elève - Etudiant - Apprenti;22.0;22.0
TGV INOUI;LANNION;87473223;ST BRIEUC;87473009;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LYON PERRACHE;87722025;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LILLE FLANDRES;87286005;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Elève - Etudiant - Apprenti;7.0;7.0
TGV INOUI;DIJON VILLE;87713040;AVIGNON TGV;87318964;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;PLOUARET TREGOR;87473181;RENNES;87471003;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;BEAUNE;87713545;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;BOURG ST MAURICE;87741793;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;LANNION;87473223;RENNES;87471003;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;PARIS GARE DE LYON;87686006;ST MICHEL VALLOIRE;87742361;2;Tarif Elève - Etudiant - Apprenti;13.0;13.0
TGV INOUI;LILLE FLANDRES;87286005;BORDEAUX ST JEAN;87581009;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;AVIGNON TGV;87318964;BEZIERS;87781005;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;CLUSES  74;87746370;ST BRIEUC;87473009;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PARIS GARE DE LYON;87686006;LES ARCS DRAGUIGNAN;87755447;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;LILLE EUROPE;87223263;AGDE;87781278;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;AVIGNON TGV;87318964;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;QUIMPER;87474098;REDON;87471300;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;LYON PART DIEU;87723197;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;BEAUNE;87713545;1;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;BAYEUX;87444067;BOURG ST MAURICE;87741793;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;LYON PART DIEU;87723197;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;CANNES;87757625;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;RANG DU FLIERS VERTON;87317057;ETAPLES LE TOUQUET;87317065;2;Tarif Elève - Etudiant - Apprenti;4.0;4.0
TGV INOUI;ST BRIEUC;87473009;LANDERNEAU;87474239;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;MACON VILLE;87725689;LYON PART DIEU;87723197;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;NIMES;87775007;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Elève - Etudiant - Apprenti;22.0;22.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;HYERES;87755629;2;Tarif Elève - Etudiant - Apprenti;2.0;2.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;REDON;87471300;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LYON PART DIEU;87723197;PERPIGNAN;87784009;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;CALAIS VILLE;87317263;CALAIS FRETHUN;87281071;1;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;ARRAS;87342014;1;Tarif Elève - Etudiant - Apprenti;28.0;28.0
TGV INOUI;CHERBOURG;87444877;CHAMBERY CHALLES LES EAUX;87741009;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;BELLEGARDE;87745000;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;CHALON SUR SAONE;87725002;1;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;AVIGNON TGV;87318964;MARSEILLE ST CHARLES;87751008;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;BOURG ST MAURICE;87741793;RENNES;87471003;1;Tarif Elève - Etudiant - Apprenti;25.0;25.0
TGV INOUI;LYON PART DIEU;87723197;MACON LOCHE TGV;87725705;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LILLE FLANDRES;87286005;ST MICHEL VALLOIRE;87742361;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;FUTUROSCOPE;87324095;ST PIERRE DES CORPS;87571240;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;CAEN;87444000;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;ST ETIENNE CHATEAUCREUX;87726000;LYON PERRACHE;87722025;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;LILLE FLANDRES;87286005;ST AVRE LA CHAMBRE;87741306;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;AIME LA PLAGNE;87741769;ARRAS;87342014;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;RENNES;87471003;VITRE;87471508;2;Tarif Elève - Etudiant - Apprenti;8.0;8.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;ANNECY;87746008;1;Tarif Elève - Etudiant - Apprenti;4.0;4.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ST PIERRE DES CORPS;87571240;1;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;AVIGNON TGV;87318964;NARBONNE;87781104;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;LAVAL;87478404;PLOUARET TREGOR;87473181;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;ST AVRE LA CHAMBRE;87741306;ST MICHEL VALLOIRE;87742361;1;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LYON PART DIEU;87723197;BESANCON - F COMTE TGV;87300863;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;ARRAS;87342014;ST PIERRE DES CORPS;87571240;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;REDON;87471300;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;CLUSES  74;87746370;SALLANCHES COMBLOUX MEGEVE;87746438;1;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;AVIGNON TGV;87318964;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Elève - Etudiant - Apprenti;20.0;20.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;VANNES;87476606;REDON;87471300;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;LYON PART DIEU;87723197;ANTIBES;87757674;1;Tarif Elève - Etudiant - Apprenti;33.0;33.0
TGV INOUI;LYON PART DIEU;87723197;TGV HAUTE PICARDIE;87313882;1;Tarif Elève - Etudiant - Apprenti;20.0;20.0
TGV INOUI;ANGERS ST LAUD;87484006;AIX EN PROVENCE TGV;87319012;1;Tarif Elève - Etudiant - Apprenti;25.0;25.0
TGV INOUI;PLOUARET TREGOR;87473181;ST BRIEUC;87473009;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;MARSEILLE ST CHARLES;87751008;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;LES ARCS DRAGUIGNAN;87755447;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;LE MANS;87396002;AIX EN PROVENCE TGV;87319012;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;BREST;87474007;ST AVRE LA CHAMBRE;87741306;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;BOURG ST MAURICE;87741793;ALBERTVILLE;87741645;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;BESANCON - F COMTE TGV;87300863;ST RAPHAEL VALESCURE;87757526;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;ARRAS;87342014;SETE;87773200;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;MORLAIX;87474338;RENNES;87471003;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;ST RAPHAEL VALESCURE;87757526;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;BESANCON - F COMTE TGV;87300863;BEAUNE;87713545;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;BORDEAUX ST JEAN;87581009;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;BREST;87474007;ST BRIEUC;87473009;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;DIJON VILLE;87713040;LYON PERRACHE;87722025;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;LYON PERRACHE;87722025;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Elève - Etudiant - Apprenti;8.0;8.0
TGV INOUI;AVIGNON TGV;87318964;PERPIGNAN;87784009;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;MORLAIX;87474338;PLOUARET TREGOR;87473181;2;Tarif Elève - Etudiant - Apprenti;8.0;8.0
TGV INOUI;MODANE;87742007;CHAMBERY CHALLES LES EAUX;87741009;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;NIMES;87775007;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;DIJON VILLE;87713040;AIX EN PROVENCE TGV;87319012;2;Tarif Elève - Etudiant - Apprenti;11.0;11.0
TGV INOUI;LAMBALLE;87473108;ST BRIEUC;87473009;2;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;ANTIBES;87757674;CHALON SUR SAONE;87725002;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;ANGERS ST LAUD;87484006;LILLE FLANDRES;87286005;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LANDRY;87741777;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;LISON;87447219;BOURG ST MAURICE;87741793;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;CHALON SUR SAONE;87725002;ST RAPHAEL VALESCURE;87757526;2;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;ST RAPHAEL VALESCURE;87757526;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;NANTES;87481002;DOUAI;87345009;1;Tarif Elève - Etudiant - Apprenti;20.0;20.0
TGV INOUI;QUIMPER;87474098;VANNES;87476606;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;ST AVRE LA CHAMBRE;87741306;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;BORDEAUX ST JEAN;87581009;TGV HAUTE PICARDIE;87313882;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;MANTES LA JOLIE;87381509;1;Tarif Elève - Etudiant - Apprenti;22.0;22.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;RENNES;87471003;1;Tarif Elève - Etudiant - Apprenti;29.0;29.0
TGV INOUI;ARLES;87753657;MIRAMAS;87753004;2;Tarif Elève - Etudiant - Apprenti;8.0;8.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;TGV HAUTE PICARDIE;87313882;1;Tarif Elève - Etudiant - Apprenti;7.0;7.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;GUINGAMP;87473207;AIME LA PLAGNE;87741769;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ANNEMASSE;87745497;BELLEGARDE;87745000;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;NICE VILLE;87756056;BESANCON - F COMTE TGV;87300863;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;PERPIGNAN;87784009;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;RENNES;87471003;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;BEAUNE;87713545;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;MACON VILLE;87725689;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Elève - Etudiant - Apprenti;7.0;7.0
TGV INOUI;MASSY TGV;87393702;FUTUROSCOPE;87324095;1;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;MORLAIX;87474338;ST MICHEL VALLOIRE;87742361;1;Tarif Elève - Etudiant - Apprenti;29.0;29.0
TGV INOUI;DOLE VILLE;87713412;FRASNE;87715136;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;DIJON VILLE;87713040;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Elève - Etudiant - Apprenti;5.0;5.0
TGV INOUI;LE MANS;87396002;DOUAI;87345009;2;Tarif Elève - Etudiant - Apprenti;20.0;20.0
TGV INOUI;BREST;87474007;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;ALBERTVILLE;87741645;1;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;BESANCON - F COMTE TGV;87300863;TOULON;87755009;1;Tarif Elève - Etudiant - Apprenti;20.0;20.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;EVREUX - NORMANDIE;87387001;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;QUIMPERLE;87476317;REDON;87471300;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;AVIGNON CENTRE;87765008;ARLES;87753657;1;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;BOURG ST MAURICE;87741793;TGV HAUTE PICARDIE;87313882;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;ARRAS;87342014;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;GUINGAMP;87473207;CLUSES  74;87746370;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;TOULON;87755009;BEAUNE;87713545;2;Tarif Elève - Etudiant - Apprenti;11.0;11.0
TGV INOUI;LILLE FLANDRES;87286005;ST PIERRE DES CORPS;87571240;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;NANTES;87481002;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;13.0;13.0
TGV INOUI;GUINGAMP;87473207;AIME LA PLAGNE;87741769;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;CANNES;87757625;LYON PERRACHE;87722025;1;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;LE MANS;87396002;AVIGNON TGV;87318964;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;ORTHEZ;87672253;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;GUINGAMP;87473207;SALLANCHES COMBLOUX MEGEVE;87746438;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ANNEMASSE;87745497;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;TGV HAUTE PICARDIE;87313882;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;BELLEGARDE;87745000;2;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;BREST;87474007;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Elève - Etudiant - Apprenti;29.0;29.0
TGV INOUI;MODANE;87742007;ST JEAN DE MAURIENNE ARVAN;87742320;1;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;PERPIGNAN;87784009;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;AIME LA PLAGNE;87741769;DOUAI;87345009;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;CHERBOURG;87444877;AIME LA PLAGNE;87741769;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;TOULON;87755009;BEAUNE;87713545;1;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;PERPIGNAN;87784009;TGV HAUTE PICARDIE;87313882;1;Tarif Elève - Etudiant - Apprenti;29.0;29.0
TGV INOUI;ANGERS ST LAUD;87484006;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;QUIMPERLE;87476317;AURAY;87476200;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;LYON PART DIEU;87723197;NICE VILLE;87756056;1;Tarif Elève - Etudiant - Apprenti;33.0;33.0
TGV INOUI;BESANCON VIOTTE;87718007;BESANCON - F COMTE TGV;87300863;1;Tarif Elève - Etudiant - Apprenti;9.0;9.0
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;QUIMPER;87474098;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LORIENT;87476002;VITRE;87471508;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;LYON PERRACHE;87722025;SETE;87773200;1;Tarif Elève - Etudiant - Apprenti;13.0;13.0
