Transporteur;Gare origine;Gare origine - code UIC;Destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;RENNES;87471003;AIX LES BAINS LE REVARD;87741132;1;Tarif Normal;31.0;185.0
TGV INOUI;PARIS GARE DE LYON;87686006;MONTELIMAR GARE SNCF;87764001;1;Tarif Normal;31.0;167.0
TGV INOUI;ALBERTVILLE;87741645;AURAY;87476200;1;Tarif Normal;36.0;205.0
TGV INOUI;RIVES;87747246;PARIS GARE DE LYON;87686006;2;Tarif Normal;39.0;99.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;ST BRIEUC;87473009;2;Tarif Réglementé;122.7;142.0
TGV INOUI;AGEN;87586008;NIMES - MANDUEL;87688762;2;Tarif Normal;20.0;56.0
TGV INOUI;LAVAL;87478404;ST BRIEUC;87473009;2;Tarif Normal;15.0;39.0
TGV INOUI;FACTURE BIGANOS;87582478;BAYONNE;87673004;2;Tarif Normal;14.0;31.0
TGV INOUI;QUIMPER;87474098;ST MICHEL VALLOIRE;87742361;1;Tarif Normal;36.0;220.0
TGV INOUI;PAU;87672006;LOURDES;87671339;2;Tarif Normal;4.0;11.700000000000001
TGV INOUI;LYON PERRACHE;87722025;MORLAIX;87474338;2;Tarif Normal;30.0;133.0
TGV INOUI;DIJON VILLE;87713040;NIMES PONT DU GARD;87703975;2;Tarif Réglementé;68.6;87.0
TGV INOUI;LAVAL;87478404;MORLAIX;87474338;1;Tarif Normal;22.0;77.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;TOULOUSE MATABIAU;87611004;2;Tarif Réglementé;34.0;43.0
TGV INOUI;BREST;87474007;SALLANCHES COMBLOUX MEGEVE;87746438;1;Tarif Normal;36.0;220.0
TGV INOUI;DAX;87673202;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;9.0;30.0
TGV INOUI;ST BRIEUC;87473009;ALBERTVILLE;87741645;2;Tarif Normal;30.0;143.0
TGV INOUI;DIJON VILLE;87713040;MACON VILLE;87725689;2;Tarif Réglementé;20.0;25.0
TGV INOUI;ANNEMASSE;87745497;VANNES;87476606;2;Tarif Normal;30.0;143.0
TGV INOUI;RUFFEC CHARENTE;87583849;LIBOURNE;87584052;1;Tarif Normal;15.0;47.0
TGV INOUI;LYON PART DIEU;87723197;MORLAIX;87474338;2;Tarif Normal;30.0;133.0
TGV INOUI;TOULOUSE MATABIAU;87611004;NIMES PONT DU GARD;87703975;1;Tarif Normal;17.0;82.0
TGV INOUI;MORLAIX;87474338;AIME LA PLAGNE;87741769;2;Tarif Réglementé;128.9;144.0
TGV INOUI;DAX;87673202;BAYONNE;87673004;2;Tarif Normal;5.0;14.100000000000001
TGV INOUI;LAVAL;87478404;GRENOBLE;87747006;1;Tarif Normal;31.0;184.0
TGV INOUI;ANGOULEME;87583005;TOULOUSE MATABIAU;87611004;2;Tarif Normal;20.0;66.0
TGV INOUI;BREST;87474007;LAMBALLE;87473108;1;Tarif Normal;30.0;55.0
TGV INOUI;PAU;87672006;ANGOULEME;87583005;2;Tarif Réglementé;43.0;54.0
TGV INOUI;LAMBALLE;87473108;PLOUARET TREGOR;87473181;2;Tarif Réglementé;14.0;18.0
TGV INOUI;LYON PART DIEU;87723197;ECOLE VALENTIN;87710731;1;Tarif Normal;17.0;73.0
TGV INOUI;VANNES;87476606;AURAY;87476200;1;Tarif Réglementé;9.2;9.2
TGV INOUI;RUFFEC CHARENTE;87583849;TOULOUSE MATABIAU;87611004;1;Tarif Normal;29.0;110.0
TGV INOUI;LAMBALLE;87473108;PARIS AUSTERLITZ;87547000;2;Tarif Normal;20.0;102.0
TGV INOUI;HENDAYE;87677005;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Réglementé;8.0;8.0
TGV INOUI;AIX LES BAINS LE REVARD;87741132;AURAY;87476200;2;Tarif Normal;30.0;143.0
TGV INOUI;AGDE;87781278;NIMES PONT DU GARD;87703975;2;Tarif Réglementé;17.0;22.0
TGV INOUI;LAVAL;87478404;LORIENT;87476002;1;Tarif Normal;22.0;76.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;NIMES PONT DU GARD;87703975;2;Tarif Normal;15.0;67.0
TGV INOUI;LYON VAISE;87721001;NANTES;87481002;2;Tarif Normal;25.0;121.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;NIMES - MANDUEL;87688762;1;Tarif Normal;8.0;22.0
TGV INOUI;BREST;87474007;LYON PERRACHE;87722025;2;Tarif Normal;30.0;137.0
TGV INOUI;AVIGNON CENTRE;87765008;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;14.0;42.0
TGV INOUI;LAVAL;87478404;ST JEAN DE MAURIENNE ARVAN;87742320;1;Tarif Réglementé;179.0;179.0
TGV INOUI;ANGOULEME;87583005;TARBES;87671008;1;Tarif Normal;29.0;107.0
TGV INOUI;RENNES;87471003;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Normal;25.0;149.0
TGV INOUI;MONTBARD;87713131;PARIS GARE DE LYON;87686006;2;Tarif Normal;15.0;64.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;LORIENT;87476002;2;Tarif Réglementé;122.7;142.0
TGV INOUI;HENDAYE;87677005;MORCENX;87673103;2;Tarif Normal;8.0;19.5
TGV INOUI;SALLANCHES COMBLOUX MEGEVE;87746438;AURAY;87476200;2;Tarif Réglementé;122.7;142.0
TGV INOUI;DIJON VILLE;87713040;ST RAPHAEL VALESCURE;87757526;2;Tarif Réglementé;101.9;128.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;NANTES;87481002;1;Tarif Réglementé;178.0;178.0
TGV INOUI;ST ETIENNE CHATEAUCREUX;87726000;PARIS GARE DE LYON;87686006;2;Tarif Réglementé;81.1;104.0
TGV INOUI;LAVAL;87478404;ANNEMASSE;87745497;1;Tarif Normal;31.0;182.0
TGV INOUI;CARCASSONNE;87615286;LYON PERRACHE;87722025;1;Tarif Normal;24.0;127.0
TGV INOUI;LANDRY;87741777;LORIENT;87476002;2;Tarif Normal;30.0;154.0
TGV INOUI;LYON PERRACHE;87722025;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Réglementé;28.0;35.0
TGV INOUI;QUIMPERLE;87476317;AURAY;87476200;2;Tarif Normal;10.0;14.4
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;TOULOUSE MATABIAU;87611004;1;Tarif Normal;31.0;143.0
TGV INOUI;CLUSES  74;87746370;MORLAIX;87474338;1;Tarif Normal;36.0;220.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;SENS;87683003;2;Tarif Normal;25.0;83.0
TGV INOUI;QUIMPER;87474098;AURAY;87476200;2;Tarif Réglementé;18.0;23.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;MONTELIMAR GARE SNCF;87764001;1;Tarif Normal;16.0;53.0
TGV INOUI;NANTES;87481002;VANNES;87476606;1;Tarif Normal;15.0;47.0
TGV INOUI;BESANCON VIOTTE;87718007;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Normal;26.0;160.0
TGV INOUI;BREST;87474007;MORLAIX;87474338;2;Tarif Réglementé;14.2;14.2
TGV INOUI;PARIS GARE DE LYON;87686006;ORANGE;87765107;2;Tarif Réglementé;87.3;109.0
TGV INOUI;MORLAIX;87474338;BOURG ST MAURICE;87741793;1;Tarif Réglementé;205.0;205.0
TGV INOUI;RIVES;87747246;PARIS GARE DE LYON;87686006;1;Tarif Normal;45.0;142.0
TGV INOUI;NANTES;87481002;AIME LA PLAGNE;87741769;1;Tarif Normal;31.0;192.0
TGV INOUI;BESANCON VIOTTE;87718007;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Normal;20.0;114.0
TGV INOUI;QUIMPERLE;87476317;VANNES;87476606;1;Tarif Réglementé;24.0;24.0
TGV INOUI;DOLE VILLE;87713412;FRASNE;87715136;2;Tarif Normal;17.0;19.0
TGV INOUI;BREST;87474007;AIX LES BAINS LE REVARD;87741132;1;Tarif Normal;36.0;210.0
TGV INOUI;LYON PERRACHE;87722025;TOULOUSE MATABIAU;87611004;1;Tarif Réglementé;131.0;131.0
TGV INOUI;VANNES;87476606;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Réglementé;122.7;142.0
TGV INOUI;PARIS GARE DE LYON;87686006;BOURG EN BRESSE;87743005;1;Tarif Réglementé;133.0;133.0
TGV INOUI;AIME LA PLAGNE;87741769;AURAY;87476200;2;Tarif Réglementé;122.7;142.0
TGV INOUI;LIMOGES BENEDICTINS;87592006;BRIVE LA GAILLARDE;87594002;1;Tarif Normal;11.0;37.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;AURAY;87476200;1;Tarif Normal;36.0;205.0
TGV INOUI;PARIS GARE DE LYON;87686006;EVIAN LES BAINS;87745679;2;Tarif Normal;25.0;121.0
TGV INOUI;NANTES;87481002;NIMES PONT DU GARD;87703975;2;Tarif Normal;30.0;157.0
TGV INOUI;BRIVE LA GAILLARDE;87594002;CHATEAUROUX;87597005;2;Tarif Normal;15.0;40.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;QUIMPER;87474098;2;Tarif Réglementé;128.9;144.0
TGV INOUI;CASTELNAUDARY;87615039;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;15.0;35.0
TGV INOUI;ANNEMASSE;87745497;AURAY;87476200;2;Tarif Normal;30.0;143.0
TGV INOUI;CARCASSONNE;87615286;BEAUNE;87713545;1;Tarif Normal;31.0;135.0
TGV INOUI;LORIENT;87476002;BOURG ST MAURICE;87741793;1;Tarif Réglementé;193.0;193.0
TGV INOUI;BEAUNE;87713545;CHALON SUR SAONE;87725002;1;Tarif Réglementé;10.0;10.0
TGV INOUI;ST AVRE LA CHAMBRE;87741306;LORIENT;87476002;2;Tarif Normal;30.0;154.0
TGV INOUI;PAU;87672006;TARBES;87671008;2;Tarif Normal;6.0;15.0
TGV INOUI;VANNES;87476606;VITRE;87471508;1;Tarif Normal;16.0;56.0
TGV INOUI;LYON PERRACHE;87722025;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;24.0;101.0
TGV INOUI;GUINGAMP;87473207;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Réglementé;122.7;142.0
TGV INOUI;BEZIERS;87781005;LYON PART DIEU;87723197;1;Tarif Normal;24.0;116.0
TGV INOUI;BREST;87474007;LANDERNEAU;87474239;1;Tarif Normal;8.0;13.200000000000001
TGV INOUI;BEZIERS;87781005;CASTELNAUDARY;87615039;2;Tarif Normal;11.0;24.5
TGV INOUI;AIME LA PLAGNE;87741769;AURAY;87476200;2;Tarif Normal;30.0;154.0
TGV INOUI;BEZIERS;87781005;NIMES PONT DU GARD;87703975;1;Tarif Réglementé;37.0;37.0
TGV INOUI;ANCENIS;87481192;LA ROCHE SUR YON;87486019;2;Tarif Normal;11.0;23.0
TGV INOUI;MONTAUBAN VILLE BOURBON;87611244;TOULOUSE MATABIAU;87611004;2;Tarif Réglementé;13.7;13.7
TGV INOUI;QUIMPER;87474098;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Réglementé;205.0;205.0
TGV INOUI;DIJON VILLE;87713040;ANTIBES;87757674;2;Tarif Normal;25.0;139.0
TGV INOUI;LAVAL;87478404;ST BRIEUC;87473009;1;Tarif Normal;17.0;61.0
TGV INOUI;CARCASSONNE;87615286;NIMES PONT DU GARD;87703975;1;Tarif Normal;17.0;63.0
TGV INOUI;LA BAULE ESCOUBLAC;87481754;ST NAZAIRE;87481705;1;Tarif Normal;9.0;13.200000000000001
TGV INOUI;SETE;87773200;TOULOUSE MATABIAU;87611004;2;Tarif Réglementé;32.0;41.0
TGV INOUI;BOURG ST MAURICE;87741793;QUIMPER;87474098;2;Tarif Normal;30.0;157.0
TGV INOUI;PARIS GARE DE LYON;87686006;HYERES;87755629;1;Tarif Normal;31.0;209.0
TGV INOUI;ANNECY;87746008;VANNES;87476606;2;Tarif Normal;30.0;137.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;CHALON SUR SAONE;87725002;1;Tarif Normal;24.0;121.0
TGV INOUI;ANGERS ST LAUD;87484006;ST NAZAIRE;87481705;2;Tarif Réglementé;25.0;32.0
TGV INOUI;SETE;87773200;NIMES PONT DU GARD;87703975;2;Tarif Réglementé;14.0;18.0
TGV INOUI;PORNICHET;87481747;PARIS AUSTERLITZ;87547000;1;Tarif Normal;29.0;151.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;NIMES PONT DU GARD;87703975;2;Tarif Réglementé;46.8;62.0
TGV INOUI;LAVAL;87478404;DOL DE BRETAGNE;87478073;1;Tarif Réglementé;45.0;45.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;29.0;113.0
TGV INOUI;GUINGAMP;87473207;ST MICHEL VALLOIRE;87742361;2;Tarif Réglementé;122.7;142.0
TGV INOUI;DIJON VILLE;87713040;BEAUNE;87713545;1;Tarif Réglementé;17.0;17.0
TGV INOUI;BOURG ST MAURICE;87741793;QUIMPER;87474098;1;Tarif Réglementé;205.0;205.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;NARBONNE;87781104;2;Tarif Réglementé;16.0;20.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;QUIMPER;87474098;2;Tarif Réglementé;128.9;144.0
TGV INOUI;CHALON SUR SAONE;87725002;LES ARCS DRAGUIGNAN;87755447;2;Tarif Réglementé;76.9;90.0
TGV INOUI;CLUSES  74;87746370;MORLAIX;87474338;2;Tarif Réglementé;128.9;144.0
TGV INOUI;CASTELNAUDARY;87615039;NIMES - MANDUEL;87688762;2;Tarif Normal;20.0;40.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;QUIMPER;87474098;1;Tarif Réglementé;205.0;205.0
TGV INOUI;MACON LOCHE TGV;87725705;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;24.0;116.0
TGV INOUI;NIMES;87775007;NANTES;87481002;1;Tarif Réglementé;194.0;194.0
TGV INOUI;MACON VILLE;87725689;CHALON SUR SAONE;87725002;2;Tarif Réglementé;13.4;13.4
TGV INOUI;LAVAL;87478404;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;25.0;111.0
TGV INOUI;LYON PART DIEU;87723197;NIMES PONT DU GARD;87703975;1;Tarif Réglementé;84.0;84.0
TGV INOUI;LAVAL;87478404;SALLANCHES COMBLOUX MEGEVE;87746438;1;Tarif Réglementé;179.0;179.0
TGV INOUI;DIJON VILLE;87713040;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Normal;20.0;101.0
TGV INOUI;NANTES;87481002;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Normal;31.0;195.0
TGV INOUI;DIJON VILLE;87713040;LES ARCS DRAGUIGNAN;87755447;2;Tarif Normal;25.0;109.0
TGV INOUI;DOL DE BRETAGNE;87478073;PARIS AUSTERLITZ;87547000;2;Tarif Normal;20.0;101.0
TGV INOUI;MELUN;87682005;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;25.0;107.0
TGV INOUI;LAVAL;87478404;GRENOBLE;87747006;2;Tarif Réglementé;99.8;118.0
TGV INOUI;PAU;87672006;TARBES;87671008;1;Tarif Réglementé;22.0;22.0
TGV INOUI;LAVAL;87478404;ST MALO;87478107;2;Tarif Normal;15.0;37.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;SENS;87683003;2;Tarif Normal;25.0;108.0
TGV INOUI;LAVAL;87478404;MARSEILLE ST CHARLES;87751008;2;Tarif Réglementé;113.3;138.0
TGV INOUI;LYON PERRACHE;87722025;NIMES PONT DU GARD;87703975;2;Tarif Réglementé;46.8;62.0
TGV INOUI;LAVAL;87478404;VALENCE VILLE;87761007;1;Tarif Normal;31.0;165.0
TGV INOUI;DIJON VILLE;87713040;NARBONNE;87781104;1;Tarif Normal;31.0;156.0
TGV INOUI;NANTES;87481002;VALENCE VILLE;87761007;1;Tarif Normal;31.0;177.0
TGV INOUI;LYON PART DIEU;87723197;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Réglementé;92.0;92.0
TGV INOUI;QUIMPERLE;87476317;ROSPORDEN;87474155;1;Tarif Normal;11.0;15.0
TGV INOUI;DIJON VILLE;87713040;BEAUNE;87713545;2;Tarif Réglementé;10.7;10.7
TGV INOUI;ST AVRE LA CHAMBRE;87741306;MORLAIX;87474338;1;Tarif Réglementé;205.0;205.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;NIMES PONT DU GARD;87703975;1;Tarif Normal;17.0;67.0
TGV INOUI;LYON PERRACHE;87722025;NANTES;87481002;1;Tarif Normal;31.0;165.0
TGV INOUI;NARBONNE;87781104;NIMES PONT DU GARD;87703975;1;Tarif Normal;15.0;51.0
TGV INOUI;LAVAL;87478404;QUIMPER;87474098;2;Tarif Normal;20.0;58.0
TGV INOUI;DIJON VILLE;87713040;FRASNE;87715136;1;Tarif Normal;26.0;45.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;ST NAZAIRE;87481705;1;Tarif Normal;31.0;159.0
TGV INOUI;LYON PART DIEU;87723197;NIMES - MANDUEL;87688762;2;Tarif Normal;15.0;60.0
TGV INOUI;LA ROCHE SUR FORON;87746305;NANTES;87481002;1;Tarif Normal;31.0;174.0
TGV INOUI;PAU;87672006;MORCENX;87673103;2;Tarif Normal;8.0;19.0
TGV INOUI;GUINGAMP;87473207;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Réglementé;193.0;193.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;VALENCE VILLE;87761007;2;Tarif Normal;20.0;47.0
TGV INOUI;ANGERS ST LAUD;87484006;BOURG ST MAURICE;87741793;1;Tarif Réglementé;173.0;173.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;NIMES - MANDUEL;87688762;1;Tarif Normal;17.0;90.0
TGV INOUI;LE CROISIC;87481788;LYON PERRACHE;87722025;2;Tarif Normal;25.0;113.0
TGV INOUI;ST AVRE LA CHAMBRE;87741306;PARIS GARE DE LYON;87686006;2;Tarif Normal;25.0;122.0
TGV INOUI;ANGERS ST LAUD;87484006;BOURG ST MAURICE;87741793;2;Tarif Réglementé;106.0;124.0
TGV INOUI;MORCENX;87673103;BAYONNE;87673004;1;Tarif Normal;10.0;33.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;NANTES;87481002;1;Tarif Réglementé;194.0;194.0
TGV INOUI;MACON VILLE;87725689;CANNES;87757625;2;Tarif Normal;25.0;120.0
TGV INOUI;ANGERS ST LAUD;87484006;LES SABLES D'OLONNE;87486449;2;Tarif Réglementé;27.0;34.0
TGV INOUI;DAX;87673202;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Réglementé;24.0;24.0
TGV INOUI;MODANE;87742007;MORLAIX;87474338;2;Tarif Normal;30.0;157.0
TGV INOUI;DIJON VILLE;87713040;SETE;87773200;2;Tarif Normal;25.0;106.0
TGV INOUI;ANGERS ST LAUD;87484006;LES SABLES D'OLONNE;87486449;1;Tarif Normal;16.0;58.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;NIMES - MANDUEL;87688762;2;Tarif Normal;15.0;41.0
TGV INOUI;GUINGAMP;87473207;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Réglementé;193.0;193.0
TGV INOUI;LYON PART DIEU;87723197;PARIS GARE DE LYON;87686006;1;Tarif Normal;29.0;157.0
TGV INOUI;PORNICHET;87481747;LA BAULE ESCOUBLAC;87481754;2;Tarif Normal;2.0;2.2
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;ORANGE;87765107;2;Tarif Normal;12.0;25.5
TGV INOUI;AIX LES BAINS LE REVARD;87741132;AURAY;87476200;1;Tarif Normal;36.0;196.0
TGV INOUI;LYON PART DIEU;87723197;BEAUNE;87713545;1;Tarif Normal;16.0;55.0
TGV INOUI;BREST;87474007;ALBERTVILLE;87741645;2;Tarif Normal;30.0;157.0
TGV INOUI;PERPIGNAN;87784009;NIMES - MANDUEL;87688762;1;Tarif Normal;17.0;61.0
TGV INOUI;ANGERS ST LAUD;87484006;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Réglementé;186.0;186.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;ECOLE VALENTIN;87710731;1;Tarif Normal;38.0;101.0
TGV INOUI;ANGERS ST LAUD;87484006;LYON PART DIEU;87723197;1;Tarif Normal;31.0;162.0
TGV INOUI;LYON PART DIEU;87723197;BOURG ST MAURICE;87741793;2;Tarif Réglementé;36.0;46.0
TGV INOUI;PORNICHET;87481747;ST PIERRE DES CORPS;87571240;1;Tarif Normal;22.0;69.0
TGV INOUI;LYON PERRACHE;87722025;MELUN;87682005;2;Tarif Normal;25.0;97.0
TGV INOUI;ANGERS ST LAUD;87484006;CHAMBERY CHALLES LES EAUX;87741009;1;Tarif Normal;31.0;186.0
TGV INOUI;DAX;87673202;HENDAYE;87677005;1;Tarif Normal;10.0;36.0
TGV INOUI;MODANE;87742007;AURAY;87476200;1;Tarif Normal;36.0;205.0
TGV INOUI;NIMES;87775007;LYON PERRACHE;87722025;2;Tarif Normal;15.0;67.0
TGV INOUI;LE POULIGUEN;87481762;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;49.0;148.0
TGV INOUI;DOLE VILLE;87713412;FRASNE;87715136;1;Tarif Réglementé;21.0;21.0
TGV INOUI;LAVAL;87478404;LYON PERRACHE;87722025;2;Tarif Réglementé;83.2;102.0
TGV INOUI;MIRAMAS;87753004;MACON LOCHE TGV;87725705;2;Tarif Normal;20.0;72.0
TGV INOUI;ANCENIS;87481192;PORNICHET;87481747;2;Tarif Normal;9.0;21.5
TGV INOUI;MONTBARD;87713131;PARIS GARE DE LYON;87686006;1;Tarif Normal;17.0;93.0
TGV INOUI;ANGERS ST LAUD;87484006;LANDRY;87741777;1;Tarif Normal;31.0;192.0
TGV INOUI;NARBONNE;87781104;NIMES PONT DU GARD;87703975;2;Tarif Normal;13.0;30.0
TGV INOUI;ANGERS ST LAUD;87484006;ANCENIS;87481192;1;Tarif Normal;7.0;24.5
TGV INOUI;AVIGNON CENTRE;87765008;CHAMBERY CHALLES LES EAUX;87741009;1;Tarif Normal;22.0;116.0
TGV INOUI;LAVAL;87478404;CLUSES  74;87746370;1;Tarif Réglementé;179.0;179.0
TGV INOUI;BESANCON VIOTTE;87718007;LYON PART DIEU;87723197;1;Tarif Normal;17.0;77.0
TGV INOUI;LE POULIGUEN;87481762;ST NAZAIRE;87481705;1;Tarif Normal;10.0;14.3
TGV INOUI;LYON PART DIEU;87723197;NIMES PONT DU GARD;87703975;2;Tarif Normal;15.0;67.0
TGV INOUI;BOURG ST MAURICE;87741793;AURAY;87476200;1;Tarif Normal;36.0;205.0
TGV INOUI;PARIS GARE DE LYON;87686006;ST MICHEL VALLOIRE;87742361;2;Tarif Normal;25.0;128.0
TGV INOUI;LORIENT;87476002;ANNEMASSE;87745497;2;Tarif Normal;30.0;143.0
TGV INOUI;LYON PERRACHE;87722025;ECOLE VALENTIN;87710731;2;Tarif Normal;15.0;51.0
TGV INOUI;LORIENT;87476002;ALBERTVILLE;87741645;2;Tarif Réglementé;122.7;142.0
TGV INOUI;CANNES;87757625;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;217.0
TGV INOUI;NIORT;87485300;PARIS AUSTERLITZ;87547000;2;Tarif Normal;20.0;100.0
TGV INOUI;DIJON VILLE;87713040;NICE VILLE;87756056;2;Tarif Réglementé;101.9;128.0
TGV INOUI;LE CROISIC;87481788;GRENOBLE;87747006;2;Tarif Normal;25.0;125.0
TGV INOUI;HENDAYE;87677005;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;8.0;12.100000000000001
TGV INOUI;LYON PART DIEU;87723197;ST NAZAIRE;87481705;1;Tarif Normal;31.0;159.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;PARIS GARE DE LYON;87686006;2;Tarif Normal;25.0;124.0
TGV INOUI;LAVAL;87478404;QUIMPERLE;87476317;1;Tarif Normal;22.0;79.0
TGV INOUI;BEAUNE;87713545;CHALON SUR SAONE;87725002;1;Tarif Normal;14.0;19.5
TGV INOUI;LAVAL;87478404;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;31.0;156.0
TGV INOUI;ALBERTVILLE;87741645;ECOLE VALENTIN;87710731;2;Tarif Normal;30.0;75.0
TGV INOUI;PORNICHET;87481747;GRENOBLE;87747006;2;Tarif Normal;25.0;125.0
TGV INOUI;DIJON VILLE;87713040;NICE VILLE;87756056;1;Tarif Réglementé;173.0;173.0
TGV INOUI;LAVAL;87478404;ALBERTVILLE;87741645;1;Tarif Réglementé;174.0;174.0
TGV INOUI;NIMES;87775007;BEAUNE;87713545;2;Tarif Normal;20.0;85.0
TGV INOUI;LA BAULE ESCOUBLAC;87481754;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;43.0;107.0
TGV INOUI;MELUN;87682005;SENS;87683003;2;Tarif Normal;6.0;15.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;VANNES;87476606;1;Tarif Réglementé;193.0;193.0
TGV INOUI;DIJON VILLE;87713040;LYON PERRACHE;87722025;1;Tarif Normal;17.0;69.0
TGV INOUI;ST GERVAIS LES BAINS LE FAYET;87746479;AURAY;87476200;2;Tarif Réglementé;122.7;142.0
TGV INOUI;BEAUNE;87713545;LES ARCS DRAGUIGNAN;87755447;2;Tarif Normal;25.0;102.0
TGV INOUI;LA BAULE ESCOUBLAC;87481754;LYON PERRACHE;87722025;1;Tarif Normal;31.0;164.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Réglementé;27.0;27.0
TGV INOUI;SURGERES;87485227;PARIS AUSTERLITZ;87547000;2;Tarif Réglementé;79.0;99.0
TGV INOUI;DIJON VILLE;87713040;DOLE VILLE;87713412;2;Tarif Normal;11.0;12.4
TGV INOUI;LAVAL;87478404;AIME LA PLAGNE;87741769;2;Tarif Réglementé;104.0;124.0
TGV INOUI;GRENOBLE;87747006;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;169.0
TGV INOUI;LAVAL;87478404;ST JEAN DE MAURIENNE ARVAN;87742320;2;Tarif Normal;25.0;143.0
TGV INOUI;PARIS GARE DE LYON;87686006;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;31.0;172.0
TGV INOUI;SALLANCHES COMBLOUX MEGEVE;87746438;AURAY;87476200;2;Tarif Normal;30.0;154.0
TGV INOUI;PARIS GARE DE LYON;87686006;PONTARLIER;87715003;1;Tarif Normal;24.0;123.0
TGV INOUI;SAUMUR;87487603;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;31.0;172.0
TGV INOUI;PARIS GARE DE LYON;87686006;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Réglementé;160.0;160.0
TGV INOUI;ANGERS ST LAUD;87484006;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;34.0;34.0
TGV INOUI;BESANCON VIOTTE;87718007;PARIS GARE DE LYON;87686006;1;Tarif Normal;24.0;135.0
TGV INOUI;ANGERS ST LAUD;87484006;LE POULIGUEN;87481762;2;Tarif Normal;14.0;36.0
TGV INOUI;BEZIERS;87781005;CHALON SUR SAONE;87725002;1;Tarif Normal;24.0;115.0
